,date,open,high,low,close,volumn,tic,openinterest,day
408,2019-08-07,120.92,123.85,120.22,115.19,3170800,AXP,0,2
409,2019-08-08,123.85,125.7,123.7,116.82,2976100,AXP,0,3
410,2019-08-09,125.58,126.74,124.72,117.64,2138300,AXP,0,4
411,2019-08-12,124.99,125.71,123.8,115.57,2918000,AXP,0,0
412,2019-08-13,123.86,126.5,122.51,117.78,3175700,AXP,0,1
413,2019-08-14,124.35,125.33,122.13,114.36,5626300,AXP,0,2
414,2019-08-15,122.65,123.0,121.14,114.11,3031700,AXP,0,3
415,2019-08-16,123.5,124.75,122.69,116.21,2343400,AXP,0,4
416,2019-08-19,126.1,126.15,124.34,115.99,3286700,AXP,0,0
417,2019-08-20,123.63,123.78,121.34,113.22,3641600,AXP,0,1
418,2019-08-21,122.5,123.06,121.99,114.22,2948300,AXP,0,2
419,2019-08-22,123.31,123.71,121.77,114.01,2322100,AXP,0,3
420,2019-08-23,122.0,122.05,117.06,109.8,4800400,AXP,0,4
421,2019-08-26,118.33,118.94,117.38,110.52,3170600,AXP,0,0
422,2019-08-27,119.09,119.34,116.85,109.79,3145800,AXP,0,1
423,2019-08-28,117.03,119.31,116.97,111.04,2327400,AXP,0,2
424,2019-08-29,120.46,121.2,119.96,112.58,1901300,AXP,0,3
425,2019-08-30,121.47,121.66,119.82,112.24,2366200,AXP,0,4
426,2019-09-03,119.86,120.28,117.52,109.65,3198700,AXP,0,1
427,2019-09-04,118.42,118.73,117.8,110.4,3746900,AXP,0,2
428,2019-09-05,119.5,121.63,119.5,112.52,5261100,AXP,0,3
429,2019-09-06,121.14,121.19,120.0,112.07,4552400,AXP,0,4
430,2019-09-09,121.21,121.41,119.52,111.82,5336000,AXP,0,0
431,2019-09-10,119.6,119.61,116.3,109.38,6196100,AXP,0,1
432,2019-09-11,117.12,118.1,116.75,110.03,3674400,AXP,0,2
433,2019-09-12,119.0,120.43,118.78,110.98,3733500,AXP,0,3
434,2019-09-13,119.24,119.97,118.29,111.15,3941100,AXP,0,4
435,2019-09-16,118.14,118.44,116.68,109.69,4280600,AXP,0,0
436,2019-09-17,117.9,119.13,117.5,111.01,3054700,AXP,0,1
437,2019-09-18,118.59,118.8,117.47,110.72,2844500,AXP,0,2
438,2019-09-19,118.61,119.52,117.6,109.83,1975800,AXP,0,3
439,2019-09-20,117.83,118.24,116.37,108.91,5301500,AXP,0,4
440,2019-09-23,116.36,118.42,116.1,110.25,5089400,AXP,0,0
441,2019-09-24,118.89,120.2,117.52,110.18,5128400,AXP,0,1
442,2019-09-25,117.86,119.44,117.06,111.07,2742900,AXP,0,2
443,2019-09-26,119.31,120.03,118.84,110.87,3411200,AXP,0,3
444,2019-09-27,119.13,119.62,117.98,110.58,2909200,AXP,0,4
445,2019-09-30,119.05,119.24,118.14,110.29,2345800,AXP,0,0
446,2019-10-01,118.7,119.5,116.61,108.81,2841300,AXP,0,1
447,2019-10-02,115.76,115.81,112.75,105.23,4908800,AXP,0,2
448,2019-10-03,112.2,112.96,111.06,105.35,3529300,AXP,0,3
449,2019-10-04,112.66,114.53,112.6,107.09,2728200,AXP,0,4
450,2019-10-07,113.91,114.65,113.6,106.38,2556000,AXP,0,0
451,2019-10-08,112.83,113.65,112.05,105.34,3757300,AXP,0,1
452,2019-10-09,113.25,114.77,113.23,106.63,2365600,AXP,0,2
453,2019-10-10,114.81,115.79,113.93,107.66,2384300,AXP,0,3
454,2019-10-11,116.74,117.57,116.19,108.95,2860400,AXP,0,4
455,2019-10-14,116.14,117.0,115.94,108.94,1864400,AXP,0,0
456,2019-10-15,117.03,118.19,116.73,110.06,2379700,AXP,0,1
457,2019-10-16,117.63,117.99,117.07,109.9,2136700,AXP,0,2
458,2019-10-17,118.01,119.33,117.96,111.48,3005500,AXP,0,3
459,2019-10-18,119.73,119.98,116.67,109.29,6188500,AXP,0,4
460,2019-10-21,117.55,119.38,117.49,111.43,4259500,AXP,0,0
461,2019-10-22,118.67,119.35,118.29,111.02,3912100,AXP,0,1
462,2019-10-23,118.42,119.23,115.51,109.03,3921100,AXP,0,2
463,2019-10-24,116.44,116.9,116.14,108.96,2551300,AXP,0,3
464,2019-10-25,116.36,118.51,116.27,110.69,2325000,AXP,0,4
465,2019-10-28,118.64,119.3,118.07,110.99,2552700,AXP,0,0
466,2019-10-29,118.09,118.83,117.08,109.9,2756300,AXP,0,1
467,2019-10-30,117.44,118.17,116.86,110.51,2264400,AXP,0,2
468,2019-10-31,117.79,118.21,116.89,109.77,2507400,AXP,0,3
469,2019-11-01,118.41,119.45,118.17,111.51,2036600,AXP,0,4
470,2019-11-04,119.62,120.5,119.01,111.96,1956400,AXP,0,0
471,2019-11-05,119.84,119.96,117.76,111.17,2630000,AXP,0,1
472,2019-11-06,118.89,119.72,118.89,112.03,2420700,AXP,0,2
473,2019-11-07,120.27,122.43,120.1,113.52,2845000,AXP,0,3
474,2019-11-08,121.01,121.81,120.89,113.7,1984600,AXP,0,4
475,2019-11-11,120.76,121.81,120.51,113.16,1704100,AXP,0,0
476,2019-11-12,120.87,121.23,120.41,113.15,2012400,AXP,0,1
477,2019-11-13,120.27,120.97,120.13,112.56,1807900,AXP,0,2
478,2019-11-14,120.0,120.98,119.8,113.19,1990600,AXP,0,3
479,2019-11-15,120.98,121.33,120.39,113.03,2341500,AXP,0,4
480,2019-11-18,120.56,120.85,119.4,112.0,2617900,AXP,0,0
481,2019-11-19,120.01,120.45,119.86,112.32,1891000,AXP,0,1
482,2019-11-20,119.83,120.23,118.93,111.66,2544100,AXP,0,2
483,2019-11-21,119.29,119.47,118.49,111.2,2783800,AXP,0,3
484,2019-11-22,119.21,119.29,118.41,111.44,1629700,AXP,0,4
485,2019-11-25,119.14,120.6,119.14,112.88,2285400,AXP,0,0
486,2019-11-26,120.91,121.04,119.6,112.12,4596200,AXP,0,1
487,2019-11-27,120.0,120.36,119.35,112.63,2629700,AXP,0,2
488,2019-11-29,120.07,120.89,119.78,112.43,1961500,AXP,0,4
489,2019-12-02,120.31,120.36,117.07,109.75,5538200,AXP,0,0
490,2019-12-03,116.04,116.75,114.65,109.11,3792300,AXP,0,1
491,2019-12-04,117.31,118.54,117.0,110.39,2444100,AXP,0,2
492,2019-12-05,117.91,118.43,117.59,110.71,3128300,AXP,0,3
493,2019-12-06,120.21,121.44,119.91,112.89,3287600,AXP,0,4
494,2019-12-09,120.44,121.53,120.11,112.75,2885200,AXP,0,0
495,2019-12-10,120.45,121.47,120.03,113.16,2518200,AXP,0,1
496,2019-12-11,120.88,121.38,120.1,112.92,2015300,AXP,0,2
497,2019-12-12,120.6,123.07,120.05,114.79,2933800,AXP,0,3
498,2019-12-13,122.47,124.99,122.08,116.74,3919000,AXP,0,4
499,2019-12-16,125.65,126.33,123.34,115.76,3416100,AXP,0,0
500,2019-12-17,123.99,125.4,123.25,116.95,4325200,AXP,0,1
501,2019-12-18,125.03,125.07,124.08,116.31,3154200,AXP,0,2
502,2019-12-19,124.18,124.9,123.88,116.84,2543600,AXP,0,3
503,2019-12-20,125.86,126.28,124.83,117.72,5828700,AXP,0,4
504,2019-12-23,125.74,125.74,123.7,116.52,3031400,AXP,0,0
505,2019-12-24,124.95,125.33,124.38,116.76,953500,AXP,0,1
506,2019-12-26,124.98,125.44,124.53,117.38,1486600,AXP,0,3
507,2019-12-27,125.84,125.97,125.11,117.18,1788600,AXP,0,4
508,2019-12-30,125.2,125.46,124.18,116.34,2306500,AXP,0,0
509,2019-12-31,124.29,124.57,123.78,116.52,2340400,AXP,0,1
510,2020-01-02,124.66,126.27,124.23,118.2,2708000,AXP,0,3
511,2020-01-03,124.32,125.1,123.94,117.03,2090600,AXP,0,4
512,2020-01-06,123.37,124.16,123.12,116.52,2855200,AXP,0,0
513,2020-01-07,123.47,124.4,123.36,115.91,2042300,AXP,0,1
514,2020-01-08,124.05,126.36,123.8,117.91,3458200,AXP,0,2
515,2020-01-09,126.49,127.88,126.39,120.04,2787100,AXP,0,3
516,2020-01-10,127.58,128.17,126.92,119.55,2789200,AXP,0,4
517,2020-01-13,127.84,128.95,127.63,120.73,3285700,AXP,0,0
518,2020-01-14,128.62,130.09,128.34,120.97,3836000,AXP,0,1
519,2020-01-15,128.69,129.84,128.45,121.93,3187200,AXP,0,2
520,2020-01-16,130.5,130.93,129.71,122.62,2424500,AXP,0,3
521,2020-01-17,131.45,131.86,130.79,123.53,3659400,AXP,0,4
522,2020-01-21,131.11,131.82,130.39,122.6,3102700,AXP,0,1
523,2020-01-22,130.93,132.27,130.93,123.5,2483800,AXP,0,2
524,2020-01-23,131.26,131.57,130.14,123.39,3841000,AXP,0,3
525,2020-01-24,136.36,138.13,133.85,126.9,8612500,AXP,0,4
526,2020-01-27,131.15,131.98,128.87,122.7,6432400,AXP,0,0
527,2020-01-28,132.0,133.87,131.14,124.4,3712700,AXP,0,1
528,2020-01-29,132.48,133.13,131.44,123.68,2518400,AXP,0,2
529,2020-01-30,130.75,133.33,130.44,125.13,2428500,AXP,0,3
530,2020-01-31,132.17,132.25,129.38,121.98,3522600,AXP,0,4
531,2020-02-03,130.55,132.22,130.45,123.04,2721900,AXP,0,0
532,2020-02-04,132.88,133.34,131.72,123.84,2547500,AXP,0,1
533,2020-02-05,133.43,133.8,131.29,125.48,4084500,AXP,0,2
534,2020-02-06,134.16,134.35,133.11,125.15,1708600,AXP,0,3
535,2020-02-07,132.57,132.75,131.34,123.81,2885600,AXP,0,4
536,2020-02-10,131.61,132.5,131.35,124.2,1816500,AXP,0,0
537,2020-02-11,133.03,133.65,132.32,124.57,1733300,AXP,0,1
538,2020-02-12,133.39,133.72,132.53,125.14,1715400,AXP,0,2
539,2020-02-13,133.15,134.67,133.06,126.29,3178300,AXP,0,3
540,2020-02-14,134.71,136.37,134.53,127.61,2360300,AXP,0,4
541,2020-02-18,135.87,136.75,134.94,127.36,2428200,AXP,0,1
542,2020-02-19,136.3,137.42,136.12,128.61,1785000,AXP,0,2
543,2020-02-20,136.41,138.04,134.9,128.28,2541700,AXP,0,3
544,2020-02-21,136.2,136.27,133.89,126.7,3106100,AXP,0,4
545,2020-02-24,129.43,130.96,127.23,120.4,6329300,AXP,0,0
546,2020-02-25,127.71,127.99,119.91,113.55,7628100,AXP,0,1
547,2020-02-26,121.27,122.43,118.47,111.3,5268000,AXP,0,2
548,2020-02-27,115.9,117.48,112.78,105.96,8279800,AXP,0,3
549,2020-02-28,109.05,111.03,107.0,103.25,11362100,AXP,0,4
550,2020-03-02,111.11,113.99,108.59,106.95,9851600,AXP,0,0
551,2020-03-03,115.02,116.4,107.0,101.45,9285000,AXP,0,1
552,2020-03-04,110.25,115.79,109.25,108.67,7470900,AXP,0,2
553,2020-03-05,111.62,112.59,109.7,104.2,12060600,AXP,0,3
554,2020-03-06,105.73,108.77,103.79,101.66,9897700,AXP,0,4
555,2020-03-09,100.87,101.44,96.94,92.32,12266300,AXP,0,0
556,2020-03-10,101.93,103.37,97.45,97.02,9793200,AXP,0,1
557,2020-03-11,100.3,100.96,93.87,89.58,8822900,AXP,0,2
558,2020-03-12,87.66,89.61,81.81,78.45,12206600,AXP,0,3
559,2020-03-13,90.38,100.08,84.3,93.55,12680400,AXP,0,4
560,2020-03-16,82.44,93.18,80.37,80.65,15072400,AXP,0,0
561,2020-03-17,87.61,88.94,83.22,81.32,10512200,AXP,0,1
562,2020-03-18,80.02,81.52,67.0,69.27,14359300,AXP,0,2
563,2020-03-19,72.54,77.89,69.79,72.39,12330400,AXP,0,3
564,2020-03-20,78.98,82.44,72.56,69.62,12208600,AXP,0,4
565,2020-03-23,72.82,75.42,68.12,64.77,8907600,AXP,0,0
566,2020-03-24,73.51,84.77,71.7,78.94,10593900,AXP,0,1
567,2020-03-25,87.61,96.46,85.32,84.69,11046500,AXP,0,2
568,2020-03-26,92.24,99.69,90.84,87.62,9459400,AXP,0,3
569,2020-03-27,87.94,91.97,85.82,83.34,6999800,AXP,0,4
570,2020-03-30,88.51,91.39,85.27,84.79,5565000,AXP,0,0
571,2020-03-31,89.94,90.9,85.07,80.41,6075900,AXP,0,1
572,2020-04-01,80.65,81.31,77.0,73.11,8313400,AXP,0,2
573,2020-04-02,77.06,79.12,75.83,72.4,8338100,AXP,0,3
574,2020-04-03,76.0,76.66,72.61,69.51,10023100,AXP,0,4
575,2020-04-06,80.22,84.25,78.74,79.21,11253000,AXP,0,0
576,2020-04-07,91.43,93.3,87.42,82.72,8693200,AXP,0,1
577,2020-04-08,89.21,93.0,88.12,86.97,6122800,AXP,0,2
578,2020-04-09,94.59,97.85,93.46,89.55,6902500,AXP,0,3
579,2020-04-13,93.29,93.42,87.94,85.31,5037700,AXP,0,0
580,2020-04-14,91.46,92.5,85.91,83.48,8703200,AXP,0,1
581,2020-04-15,83.43,85.4,80.68,79.14,10415600,AXP,0,2
582,2020-04-16,83.79,83.94,80.33,76.83,7526600,AXP,0,3
583,2020-04-17,85.32,87.39,84.28,82.54,8269000,AXP,0,4
584,2020-04-20,84.59,85.27,82.69,79.34,6140400,AXP,0,0
585,2020-04-21,80.73,82.46,79.47,76.99,7360300,AXP,0,1
586,2020-04-22,83.6,83.66,81.97,77.96,5130300,AXP,0,2
587,2020-04-23,83.24,84.78,81.71,77.88,5807200,AXP,0,3
588,2020-04-24,84.13,84.78,81.31,78.55,9125400,AXP,0,4
589,2020-04-27,83.47,85.15,82.34,80.34,7785000,AXP,0,0
590,2020-04-28,87.56,88.96,86.21,83.29,7165900,AXP,0,1
591,2020-04-29,91.75,96.39,90.89,90.78,9396500,AXP,0,2
592,2020-04-30,93.75,94.31,91.17,86.18,6553700,AXP,0,3
593,2020-05-01,88.1,89.07,87.16,83.41,4620200,AXP,0,4
594,2020-05-04,86.09,87.37,85.02,81.58,4875400,AXP,0,0
595,2020-05-05,88.0,88.73,86.36,81.92,4410300,AXP,0,1
596,2020-05-06,87.49,87.76,83.86,79.33,4723400,AXP,0,2
597,2020-05-07,85.3,87.37,84.93,81.91,4627600,AXP,0,3
598,2020-05-08,88.5,89.66,87.55,84.53,3913100,AXP,0,4
599,2020-05-11,87.5,87.65,85.3,80.59,5917600,AXP,0,0
600,2020-05-12,86.1,87.26,83.1,78.52,5504900,AXP,0,1
601,2020-05-13,82.0,82.13,77.4,73.7,10681600,AXP,0,2
602,2020-05-14,76.92,83.9,76.0,79.15,10625100,AXP,0,3
603,2020-05-15,82.47,83.39,81.22,77.65,6618600,AXP,0,4
604,2020-05-18,86.72,89.0,85.92,83.5,7781700,AXP,0,0
605,2020-05-19,88.42,89.84,86.61,82.41,4920600,AXP,0,1
606,2020-05-20,89.18,91.34,88.77,85.69,5218500,AXP,0,2
607,2020-05-21,90.11,91.43,89.12,84.84,6241900,AXP,0,3
608,2020-05-22,89.71,89.95,88.21,84.37,3734500,AXP,0,4
609,2020-05-26,93.94,95.57,92.89,89.08,6559400,AXP,0,1
610,2020-05-27,100.0,101.69,96.8,95.61,11007700,AXP,0,2
611,2020-05-28,101.54,102.46,98.01,92.61,9268200,AXP,0,3
612,2020-05-29,95.5,97.11,94.66,89.79,7710900,AXP,0,4
613,2020-06-01,95.56,98.07,94.56,91.38,4269500,AXP,0,0
614,2020-06-02,98.6,100.49,98.17,93.57,5433800,AXP,0,1
615,2020-06-03,102.78,105.87,101.63,99.55,7301000,AXP,0,2
616,2020-06-04,103.47,107.43,103.23,100.62,5841600,AXP,0,3
617,2020-06-05,114.11,115.93,108.07,103.64,10097600,AXP,0,4
618,2020-06-08,111.91,113.71,110.64,107.36,6795200,AXP,0,0
619,2020-06-09,110.08,111.8,108.67,104.32,5517400,AXP,0,1
620,2020-06-10,110.0,110.33,105.96,100.26,5747400,AXP,0,2
621,2020-06-11,100.87,102.99,98.13,93.12,8601200,AXP,0,3
622,2020-06-12,103.21,103.5,98.08,96.03,7251100,AXP,0,4
623,2020-06-15,100.0,104.74,97.62,98.18,6472400,AXP,0,0
624,2020-06-16,109.02,109.06,102.86,99.75,6706000,AXP,0,1
625,2020-06-17,105.67,106.12,103.83,98.19,4408200,AXP,0,2
626,2020-06-18,102.14,103.49,101.27,96.49,3645700,AXP,0,3
627,2020-06-19,104.23,104.23,99.32,95.33,7589500,AXP,0,4
628,2020-06-22,98.0,100.5,97.95,93.92,4799900,AXP,0,0
629,2020-06-23,100.94,101.65,99.25,93.9,4364800,AXP,0,1
630,2020-06-24,97.65,98.27,95.0,90.18,5958300,AXP,0,2
631,2020-06-25,94.61,98.12,93.76,92.41,5195400,AXP,0,3
632,2020-06-26,95.93,96.3,92.45,88.23,10489400,AXP,0,4
633,2020-06-29,94.44,95.41,93.34,89.27,4962400,AXP,0,0
634,2020-06-30,94.16,95.6,93.57,89.91,4367100,AXP,0,1
635,2020-07-01,95.25,96.96,93.64,89.23,3301000,AXP,0,2
636,2020-07-02,96.77,97.29,93.85,89.49,4239700,AXP,0,3
637,2020-07-06,96.51,97.9,95.84,91.63,4059600,AXP,0,0
638,2020-07-07,95.44,95.52,92.63,88.24,5564200,AXP,0,1
639,2020-07-08,91.97,93.1,90.71,88.14,6382100,AXP,0,2
640,2020-07-09,92.51,93.21,89.58,85.93,4484500,AXP,0,3
641,2020-07-10,90.32,93.31,89.82,88.45,4400900,AXP,0,4
642,2020-07-13,94.24,95.76,92.78,88.76,4819700,AXP,0,0
643,2020-07-14,93.19,95.22,92.29,89.98,4044400,AXP,0,1
644,2020-07-15,96.66,97.78,96.39,92.37,5405600,AXP,0,2
645,2020-07-16,96.5,97.79,95.67,91.38,2666000,AXP,0,3
